ms,fsr,ax,ay,az,gx,gy,gz,tx100,ty100,label
26756,22413,-7982,11596,-8182,791,300,-525,-454,-5943,0
26806,22507,-7052,11026,-8432,533,282,-453,-304,-5726,0
26856,22618,-7524,11224,-9326,202,144,-175,-172,-5513,0
26906,22691,-7988,11984,-7948,159,144,-100,-32,-5386,0
26956,22738,-6438,11336,-10358,-151,140,-89,-8,-5220,0
27006,22595,-7626,10936,-9316,-457,17,-46,89,-5070,0
27056,22210,-6474,12436,-8578,-861,0,42,102,-5045,0
27106,21680,-7360,11834,-8724,-1157,-130,172,163,-4978,0
27156,20735,-6508,12758,-6310,-1123,-109,221,185,-5049,0
27206,19790,-6972,14628,-7204,-1941,-158,-35,185,-5059,0
27256,18898,-6548,12968,-5248,-1155,-237,423,188,-5072,0
27306,18598,-8208,15456,-2206,-1728,-399,237,197,-5092,0
27356,17730,-5594,14466,-3132,-1282,-382,467,156,-5319,0
27406,17671,-6912,14594,1222,-1315,-531,427,189,-5484,0
27456,17285,-5484,15202,950,-1242,-592,459,135,-5709,0
27506,17134,-5452,14302,3478,-952,-400,287,98,-5836,0
27556,17251,-4860,15362,2344,-956,-357,235,21,-6019,0
27606,17231,-5156,14328,4740,-880,-296,235,-20,-6074,0
27656,16795,-4396,15522,3442,-1069,-215,289,-107,-6215,0
27706,16372,-4480,14558,6036,-970,-311,258,-175,-6222,0
27756,15737,-3872,14906,5512,-985,-245,141,-266,-6272,0
27806,14957,-4240,13900,7584,-1053,-224,113,-323,-6200,0
27856,14341,-3950,13978,8096,-877,-189,165,-391,-6127,0
27906,13815,-3826,13642,8498,-844,-197,131,-453,-6041,0
27956,13359,-3580,13612,8738,-824,-115,74,-520,-5962,0
28006,13038,-3456,12640,9896,-941,-130,84,-582,-5822,0
28056,12477,-3090,12610,9282,-1058,-105,120,-649,-5730,0
28106,11671,-3356,10908,11466,-1083,-78,118,-694,-5505,0
28156,10380,-3000,11176,11522,-1255,-127,198,-754,-5326,0
28206,8780,-2506,10834,12208,-1334,-128,211,-832,-5141,0
28256,8226,-3192,8662,13680,-942,-85,166,-862,-4843,0
28306,7662,-2638,9258,13580,-1332,-142,177,-918,-4622,0
28356,6961,-2466,7636,13950,-1184,-268,281,-970,-4352,0
28406,6485,-1672,6596,14960,-1204,-282,298,-1059,-4053,0
28456,6640,-1458,6588,15064,-1262,-183,193,-1146,-3797,0
28506,6407,-860,5952,15776,-1360,-259,231,-1253,-3535,0
28556,6050,-1626,3248,16062,-1220,-176,134,-1302,-3174,0
28606,6408,-976,3252,16204,-1153,-280,171,-1378,-2867,0
28656,6493,-596,2304,16440,-1161,-342,191,-1462,-2555,0
28706,5696,-116,504,16944,-1163,-356,220,-1559,-2196,0
28756,5178,308,1764,17398,-1025,-60,40,-1573,-2163,0
28806,4440,-506,-452,18750,-1262,-73,-27,-1581,-2117,0
28856,4490,-276,808,14376,345,115,-155,-1591,-2081,0
28906,3991,-138,-1032,17098,23,-92,37,-1667,-1716,0
28956,3803,112,-774,17122,48,43,-48,-1745,-1418,1
29006,3753,-380,-926,16924,18,15,-14,-1786,-1157,1
29056,3574,-276,-606,16868,11,-40,32,-1826,-951,1
29106,3493,4,-452,16792,-11,-22,27,-1874,-784,1
29156,4177,-358,-746,16564,61,-55,70,-1897,-626,1
29206,5366,168,-102,16746,115,-262,84,-1943,-526,1
29256,5272,110,-654,16442,66,-149,53,-1979,-411,1
29306,5483,412,-752,16744,45,62,-22,-2026,-310,1
29356,5569,-322,-1008,17066,85,215,-105,-2028,-211,1
29406,6411,-6,156,16582,66,-81,31,-2045,-186,1
29456,6649,-378,-1080,17646,126,266,-129,-2045,-175,1
29506,7847,-496,498,16090,208,117,-70,-2034,-174,1
29556,8546,16,872,17210,386,-348,26,-2036,-176,1
29606,7227,178,818,16038,-399,-342,24,-2062,-192,1
29656,6732,-604,-1358,17074,-231,95,-233,-2045,-94,1
29706,7619,678,814,16332,122,-223,-78,-2096,-121,1
29756,6743,194,-94,16862,33,-115,-117,-2113,-97,1
29806,8625,942,288,16476,236,-386,112,-2168,-96,1
29856,8369,836,902,16202,13,-209,55,-2209,-128,1
29906,7664,1116,-808,2302,-995,1614,-105,-2211,-126,1
29956,6449,1050,-1936,17412,-479,204,-132,-2217,-111,1
30006,6495,-316,-2586,17228,-1041,-265,-43,-2213,-91,1
30056,5879,782,-3068,17060,-449,3,77,-2217,-69,1
30106,5564,988,-3592,17368,-545,23,49,-2222,-44,1
30156,5399,828,-3956,18158,-342,137,-1,-2226,-18,1
30206,5656,414,-3896,17792,-103,52,11,-2227,6,1
30256,5236,480,-4370,18106,-138,-46,18,-2228,33,1
30306,5400,544,-4474,18000,-135,2,16,-2230,60,1
30356,5462,348,-4578,18002,-90,-12,10,-2230,88,1
30406,5840,706,-4436,18124,-5,50,4,-2233,114,1
30456,6274,278,-4614,17828,71,92,28,-2233,141,1
30506,7228,290,-4490,18128,237,194,85,-2233,166,1
30556,9091,636,-3946,17798,985,483,53,-2235,188,1
30606,10701,90,-3134,17002,563,-194,107,-2234,205,1
30656,10704,462,-3146,17208,-237,179,-75,-2235,222,1
30706,9790,-46,-3556,17708,-611,-643,-102,-2233,240,1
30756,9512,278,-3588,18530,-69,-39,-7,-2233,241,1
30806,10336,150,-3814,18308,60,86,14,-2233,260,1
30856,10771,90,-3608,18420,32,401,33,-2231,277,1
30906,11085,-168,-3904,18052,-129,-19,17,-2229,296,1
30956,11260,40,-3890,17350,-251,-53,-3,-2227,316,1
31006,12171,90,-3776,18232,-130,59,17,-2226,333,1
31056,12881,108,-4264,18170,-225,-136,-25,-2225,353,1
31106,14137,212,-4570,18576,-33,46,-54,-2225,354,1
31156,15430,-472,-4172,18238,-150,47,-115,-2221,373,1
31206,16397,-124,-4774,18390,227,-11,-79,-2221,374,1
31256,17402,182,-3906,18616,501,7,-71,-2221,375,1
31306,18196,90,-3882,19340,466,177,-90,-2221,375,1
31356,18920,-64,-3338,19906,1050,280,-98,-2221,376,1
31406,19412,-272,-2582,20142,1542,460,-105,-2220,376,1
31456,19844,-1884,-1672,20498,1780,320,-47,-2220,376,1
31506,20142,-1042,192,19812,1828,432,-139,-2220,376,1
31556,20223,-368,3766,18340,1996,453,-162,-2216,345,1
31606,20419,-2706,4074,17758,1813,674,-241,-2198,313,1
31656,20299,-2246,5884,16208,1812,281,-54,-2182,267,1
31706,20403,-3122,3536,17082,1682,460,-224,-2161,239,0
31756,20271,-2808,9728,13696,1409,325,-83,-2016,-317,0
31806,20346,-3630,5266,15500,1793,302,-103,-1848,-543,0
31856,20182,-3372,9860,14902,1180,850,-335,-1833,-597,0
31906,20076,-4636,12546,11330,1027,805,-275,-1809,-676,0
31956,20076,-6076,9990,12622,1279,846,-86,-1774,-734,0
32006,19815,-6276,11964,10734,994,640,-74,-1739,-807,0
32056,19547,-5996,11164,10454,933,857,-15,-1479,-1326,0
32106,19241,-6158,10962,9686,790,795,-2,-1237,-1781,0
32156,19291,-7094,12690,8852,1076,855,48,-1004,-2236,0
32206,19249,-6888,13200,6770,1124,898,130,-802,-2706,0
32256,19315,-7584,14206,7100,1328,821,141,-778,-2760,0
32306,19518,-7484,14440,4252,921,585,109,-587,-3232,0
32356,19882,-7396,14038,3424,668,506,91,-414,-3644,0
32406,20183,-6020,14776,2120,675,442,167,-345,-4096,0
32456,20454,-7430,14570,2382,424,416,84,-214,-4407,0
32506,20677,-7044,14220,572,313,66,110,-109,-4699,0
32556,20722,-6936,14826,1638,-132,51,-37,-41,-4957,0
32606,20568,-6852,15326,2448,-92,-94,-50,0,-5181,0
32656,20344,-7590,14650,2936,-216,-31,-35,81,-5317,0
32706,20272,-6872,15156,2582,-155,-23,-9,108,-5480,0
32756,20038,-7740,14456,2862,-204,-109,-36,185,-5561,0
32806,19700,-7448,14968,2400,-487,-43,-107,228,-5662,0
32856,19248,-7708,14448,3908,-506,-250,-100,280,-5698,0
32906,18863,-7618,15154,4394,-497,-548,-42,283,-5703,0
32956,18635,-6638,15480,2162,-670,-533,-103,264,-5832,0
33006,18637,-8668,13978,6566,-1239,-505,-162,274,-5820,0
33056,18254,-5982,13796,3914,-1396,-812,-43,271,-5828,0
33106,18078,-7450,10584,11552,-1029,-877,-86,273,-5787,0
33156,17573,-6068,13084,7538,-1192,-618,-176,238,-5720,0
33206,17718,-7408,10786,10388,-697,-699,27,275,-5464,0
33256,17799,-6518,11830,11098,-999,-609,-59,271,-5440,0
33306,17907,-6518,11014,11392,-886,-566,52,243,-5222,0
33356,17655,-5908,10816,12714,-1362,-524,-166,234,-5193,0
33406,16760,-5688,9010,13126,-1041,-736,-9,172,-4896,0
33456,15755,-5198,8580,13920,-1264,-442,-58,88,-4610,0
33506,14847,-4900,6934,15490,-951,-470,-16,76,-4564,0
33556,14062,-4576,7756,14910,-984,-289,10,62,-4525,0
33606,13043,-4772,5628,16664,-920,-137,-68,48,-4471,0
33656,11654,-4326,7426,14948,-991,-45,54,33,-4432,0
33706,11005,-4890,3144,16712,-887,-221,-4,22,-4364,0
33756,10384,-3524,5614,15938,-1133,-441,-8,2,-4314,0
33806,9418,-3764,3818,16144,-975,-490,103,-128,-3860,0
33856,9057,-3220,2894,17780,-1280,-347,-50,-148,-3801,0
33906,8375,-3150,2876,18118,-1384,-512,34,-169,-3743,0
33956,7105,-2566,626,18494,-1447,-448,73,-192,-3671,0
34006,5442,-2262,-1748,17730,-1348,-528,2,-217,-3587,0
34056,3524,-1382,-1340,17410,-999,-650,133,-247,-3506,0
34106,2033,-1440,-3212,17698,-878,-433,22,-275,-3415,0
34156,799,-956,-3004,18026,-726,-309,-27,-307,-3328,0
34206,437,-642,-3790,18338,-651,-112,-17,-340,-3238,0
34256,401,-838,-4440,18010,-375,-151,-30,-371,-3145,0
34306,418,-316,-3868,17582,-394,-123,-41,-404,-3057,0
34356,48,-844,-3748,16796,-140,-281,-18,-434,-2971,0
34406,15,-214,-4304,16768,-360,-438,23,-466,-2882,0
34456,13,148,-7272,24642,-136,293,-76,-468,-2878,0
34506,1167,34,-3632,18574,-101,128,19,-470,-2874,0
34556,961,70,-4832,17020,-123,-69,9,-504,-2785,0
34606,311,-122,-4848,17180,-91,200,40,-536,-2697,0
34656,144,-392,-4828,17154,-71,135,-44,-566,-2612,-1
34706,76,-130,-5354,17284,-374,323,9,-596,-2525,-1
34756,9,-824,-5584,17660,-424,458,11,-622,-2439,-1
34806,5,-764,-6380,16968,1065,-1449,-36,-648,-2349,-1
34856,108,-602,-4132,17284,536,-146,-48,-674,-2275,-1
34906,2,644,-3768,17268,452,-59,-83,-708,-2205,-1
34956,1,-1438,-5316,14592,-758,432,417,-844,-1574,-1
35006,0,-150,-4804,15828,-760,431,404,-1032,-1083,-1
35056,0,-1824,-6602,16176,-145,55,-327,-1042,-1017,-1
35106,0,-784,-5132,16604,23,-50,-168,-1059,-962,-1
35156,0,-870,-5622,16120,12,-69,-133,-1179,-528,-1
35206,0,-1180,-5542,15988,102,-107,-181,-1264,-162,-1
35256,-1,-900,-5472,15936,100,-56,-133,-1351,147,-1
35306,0,-330,-4932,16458,186,-146,-299,-1454,376,-1
35356,0,-480,-4694,16840,173,-84,-255,-1464,400,-1
35406,0,390,-4582,16648,97,-95,-345,-1481,423,-1
35456,0,-88,-4480,16502,180,-76,-286,-1576,588,-1
35506,-1,-178,-4582,16762,139,6,-354,-1586,607,-1
35556,0,444,-4488,16216,286,-22,-367,-1693,749,-1
35606,0,406,-3732,17078,278,-123,-257,-1705,759,-1
35656,0,854,-4212,16614,310,-36,-223,-1814,860,-1
35706,0,852,-3402,17060,251,114,-240,-1826,865,-1
35756,0,-134,-3492,16770,234,115,-55,-1868,913,-1
35806,0,-354,-3498,16684,285,-32,-269,-1892,955,-1
35856,0,1164,-1894,17846,187,-37,-191,-1904,948,-1
35906,-1,582,-2866,16510,160,-86,291,-1971,955,-1
35956,0,1548,-2622,16396,134,-8,-214,-2077,948,-1
36006,0,1056,-3154,16338,47,-16,41,-2142,971,-1
36056,0,1050,-2072,16964,102,24,-168,-2196,931,-1
36106,0,90,-1832,16786,117,8,206,-2193,886,-1
36156,0,722,-2830,16588,-11,-124,-17,-2223,899,-1
36206,0,1182,-2082,16794,-12,-64,18,-2271,871,-1
36256,0,1012,-2414,16754,-74,29,-21,-2304,865,-1
36306,0,664,-2578,16788,-13,-12,5,-2314,867,-1
36356,0,1006,-2042,16616,26,4,27,-2341,843,-1
36406,0,534,-2096,16804,-24,-6,24,-2339,824,-1
36456,0,640,-2060,16972,1,22,16,-2342,806,-1
36506,0,826,-2444,16744,-9,-1,41,-2355,810,-1
36556,0,574,-2164,16730,-19,40,28,-2353,801,-1
36606,0,664,-2076,16838,-26,9,28,-2356,787,-1
36656,-1,666,-2290,16736,-30,35,12,-2358,787,-1
36706,0,512,-2390,16670,-14,16,-3,-2353,792,-1
36756,0,444,-2456,16614,-21,0,34,-2345,801,-1
36806,0,698,-2194,16780,4,-18,6,-2350,794,-1
36856,0,670,-2334,16628,-10,21,-2,-2354,796,-1
36906,0,622,-2250,16716,-3,6,-15,-2355,792,-1
36956,-1,400,-2514,16594,-20,12,88,-2344,804,-1
37006,-1,628,-2424,16728,3,-32,-13,-2347,808,-1
37056,0,836,-2136,16760,-2,-19,-8,-2359,797,-1
37106,0,788,-2254,16706,-7,18,-29,-2368,794,-1
37156,0,518,-2184,16824,-3,8,-17,-2361,787,-1
