ms,fsr,ax,ay,az,gx,gy,gz,tx100,ty100,tx,ty,label,fsr_slope
33706,4958,-8622,8534,10016,-1049,-947,-3,4825,-4146,48.25,-41.46,0,-684.2736842105263
33756,2593,-7744,8194,10718,-1298,-1354,-47,4807,-4133,48.07,-41.33,0,-882.0278195488722
33806,1923,-6374,6514,12510,-1514,-1550,-221,4779,-4108,47.79,-41.08,0,-1059.7112781954888
33856,1495,-5100,5364,13706,-1605,-1612,-219,4491,-3846,44.91,-38.46,0,-1212.1902255639097
33906,1123,-3954,3232,14520,-1754,-1510,-219,4450,-3800,44.5,-38.0,0,-1337.2511278195489
33956,870,-2714,1842,15382,-1767,-1382,-103,4075,-3383,40.75,-33.83,0,-1433.3398496240602
34006,707,-1534,-904,16200,-1404,-1241,53,3687,-2881,36.87,-28.81,0,-1499.1443609022556
34056,636,-960,-286,17006,-1307,-987,8,3326,-2486,33.26,-24.86,0,-1533.9045112781955
34106,661,-462,-1798,17302,-1139,-694,-50,3281,-2432,32.81,-24.32,0,-1536.2255639097743
34156,719,-286,-2688,17488,-896,-521,-7,3236,-2373,32.36,-23.73,0,-1505.881954887218
34206,645,-6,-2794,17548,-643,-478,23,3191,-2314,31.91,-23.14,0,-1445.3496240601503
34256,513,144,-3330,17030,-533,-409,51,3145,-2253,31.45,-22.53,0,-1356.075939849624
34306,491,784,-3562,16864,-458,-319,29,3096,-2191,30.96,-21.91,-1,-1235.3082706766918
34356,549,934,-3726,16496,-497,-200,20,2727,-1724,27.27,-17.24,0,-1082.7804511278196
34406,542,860,-4406,15720,-595,-217,44,2416,-1283,24.16,-12.83,0,-907.712030075188
34456,693,3684,-6544,22360,261,558,214,2413,-1281,24.13,-12.81,0,-715.5255639097744
34506,672,-552,-4986,16032,-214,403,-80,2222,-882,22.22,-8.82,0,-521.3127819548872
34556,837,-430,-4334,16198,120,108,-13,2054,-577,20.54,-5.77,0,-348.203007518797
34606,929,118,-4218,16022,173,28,8,1882,-322,18.82,-3.22,0,-208.1315789473684
34656,1182,388,-4572,15996,201,67,31,1723,-87,17.23,-0.87,0,-103.04661654135339
34706,1629,318,-4702,16124,271,71,2,1591,117,15.91,1.17,0,-35.68345864661654
34756,1793,162,-3886,16608,317,22,0,1487,244,14.87,2.44,0,1.6864661654135338
34806,1902,32,-3344,16706,169,24,-12,1405,325,14.05,3.25,0,31.237593984962405
34856,2010,26,-3500,16536,34,2,2,1336,403,13.36,4.03,-1,55.60526315789474
34906,2152,114,-3566,16406,23,2,-10,1273,474,12.73,4.74,-1,75.35338345864662
34956,2214,178,-3550,16362,22,5,-10,1215,534,12.15,5.34,-1,90.44511278195489
35006,2257,168,-3358,16450,14,0,-2,1167,574,11.67,5.74,1,101.55639097744361
35056,2323,166,-3476,16424,-6,-8,-2,1127,615,11.27,6.15,1,110.15864661654135
35106,2403,130,-3482,16460,-3,5,-11,1094,649,10.94,6.49,1,117.76165413533835
35156,2499,132,-3496,16432,-11,-5,5,1066,680,10.66,6.8,1,125.03233082706767
35206,2535,112,-3532,16396,-4,1,7,1043,707,10.43,7.07,1,128.97218045112783
35256,2623,202,-3406,16470,-2,-4,1,1019,724,10.19,7.24,1,129.24285714285713
35306,2545,90,-3412,16368,-15,-5,17,1004,740,10.04,7.4,1,124.87894736842105
35356,2594,182,-3520,16456,-6,-8,-1,987,757,9.87,7.57,1,119.0421052631579
35406,2603,74,-3416,16352,-12,2,7,978,768,9.78,7.68,1,110.14812030075188
35456,2701,148,-3524,16460,-2,-6,9,967,782,9.67,7.82,1,101.93909774436091
35506,2801,142,-3480,16410,-7,-2,10,957,791,9.57,7.91,-1,91.80751879699248
35556,2839,66,-3420,16396,-3,-1,5,953,797,9.53,7.97,-1,81.62255639097744
35606,2944,150,-3420,16448,4,1,4,945,801,9.45,8.01,-1,71.3796992481203
35656,3036,118,-3470,16412,-7,-5,6,940,807,9.4,8.07,-1,63.415789473684214
35706,3055,106,-3446,16404,0,-4,6,937,812,9.37,8.12,-1,59.993233082706766
35756,3101,158,-3436,16422,-3,-2,6,931,815,9.31,8.15,-1,57.67293233082707
35806,3119,82,-3524,16408,-3,2,5,930,822,9.3,8.22,-1,55.36390977443609
35856,3163,120,-3442,16422,2,-1,6,927,824,9.27,8.24,-1,53.55864661654135
35906,3189,142,-3416,16444,-3,-2,7,924,824,9.24,8.24,-1,52.63308270676692
35956,3239,112,-3416,16404,-4,2,4,922,824,9.22,8.24,-1,51.841353383458646
36006,3309,76,-3426,16436,-4,0,5,923,824,9.23,8.24,-1,51.18721804511278
36056,3330,136,-3424,16444,-6,-7,7,920,825,9.2,8.25,-1,50.29323308270677
36106,3318,128,-3454,16410,-3,-5,6,919,827,9.19,8.27,0,48.976691729323306
36156,3365,128,-3414,16416,5,-6,9,917,826,9.17,8.26,0,48.47142857142857
36206,3352,144,-3398,16410,-4,-3,10,915,825,9.15,8.25,0,47.04661654135338
36256,3405,112,-3400,16416,-4,-1,3,915,825,9.15,8.25,0,46.53984962406015
36306,3415,100,-3386,16422,-6,-2,7,915,823,9.15,8.23,0,43.76842105263158
36356,3467,126,-3412,16442,-9,-1,4,914,823,9.14,8.23,0,41.205263157894734
36406,3527,102,-3392,16444,-9,-4,8,915,822,9.15,8.22,0,38.32857142857143
36456,3542,134,-3380,16418,-12,-3,5,914,821,9.14,8.21,0,35.82406015037594
36506,3569,104,-3432,16442,-10,-1,5,914,822,9.14,8.22,0,34.01954887218045
36556,3582,96,-3432,16406,-10,-4,8,915,823,9.15,8.23,0,31.845864661654137
36606,3641,142,-3390,16460,-8,-2,7,913,822,9.13,8.22,0,31.05563909774436
36656,3665,64,-3432,16444,-11,-3,7,916,823,9.16,8.23,0,31.012781954887217
36706,3645,172,-3408,16436,-6,-2,3,912,823,9.12,8.23,0,30.038345864661654
36756,3688,64,-3362,16426,-7,-3,9,915,820,9.15,8.2,0,29.517293233082707
36806,3634,156,-3478,16470,-8,-8,3,913,824,9.13,8.24,0,27.626315789473683
36856,3662,76,-3452,16384,-8,-9,6,915,826,9.15,8.26,0,26.05563909774436
36906,3684,142,-3382,16454,-5,-4,7,913,824,9.13,8.24,0,24.459398496240603
36956,3773,182,-3430,16464,-8,-1,3,910,824,9.1,8.24,0,24.1796992481203
37006,3704,124,-3422,16424,-18,2,-1,910,825,9.1,8.25,0,23.21654135338346
37056,3767,8,-3424,16442,-9,-3,7,916,825,9.16,8.25,0,22.89097744360902
37106,3765,168,-3378,16430,-13,-6,3,913,823,9.13,8.23,0,21.690225563909774
37156,3778,108,-3392,16422,-11,-1,2,913,822,9.13,8.22,0,20.745112781954887
37206,3812,128,-3408,16422,-16,-3,5,912,822,9.12,8.22,0,19.459398496240603
37256,3853,88,-3500,16434,-9,-1,4,914,827,9.14,8.27,0,18.90451127819549
37306,3873,112,-3408,16396,-7,-2,6,914,826,9.14,8.26,0,18.119548872180452
37356,3919,94,-3424,16406,-8,-2,7,915,827,9.15,8.27,0,18.12406015037594
37406,3891,124,-3454,16418,-6,0,3,914,828,9.14,8.28,0,17.99624060150376
37456,3925,114,-3382,16440,-12,-2,4,914,826,9.14,8.26,0,18.043609022556392
37506,3908,80,-3428,16384,-8,-2,6,916,827,9.16,8.27,0,17.698496240601504
37556,3904,170,-3484,16464,-12,-4,1,912,829,9.12,8.29,0,16.99172932330827
37606,3810,80,-3470,16394,-14,-5,5,914,832,9.14,8.32,0,15.389473684210527
37656,3812,168,-3456,16440,-11,-3,4,911,833,9.11,8.33,0,13.940601503759398
37706,3683,186,-3458,16426,-19,3,3,908,833,9.08,8.33,0,10.11203007518797
37756,3592,96,-3534,16418,-19,3,-3,910,838,9.1,8.38,0,5.605263157894737
37806,3656,56,-3392,16450,-27,-7,-3,913,835,9.13,8.35,0,1.3045112781954886
37856,4017,194,-3606,16328,-59,-37,-33,909,844,9.09,8.44,0,2.569924812030075
37906,4948,-208,-3312,16526,-184,-251,-128,926,835,9.26,8.35,0,16.94887218045113
37956,7895,720,-3950,16566,-289,-292,-85,894,858,8.94,8.58,-1,72.93233082706767
38006,11993,884,-3978,17644,-248,-181,-27,889,859,8.89,8.59,1,180.1706766917293
38056,15941,210,-4490,16076,340,-358,-9,888,912,8.88,9.12,1,332.3390977443609
38106,17954,2566,-3632,17044,684,-197,85,873,910,8.73,9.1,1,494.9263157894737
38156,19529,1736,-2622,17938,727,182,22,863,902,8.63,9.02,1,658.8819548872181
38206,20707,580,-2684,17842,703,457,-106,861,894,8.61,8.94,1,816.5172932330827
38256,21160,190,-2148,17258,876,399,-80,862,883,8.62,8.83,1,955.8654135338346
38306,21486,932,-898,17582,979,456,-48,858,864,8.58,8.64,1,1074.160902255639
38356,21773,-414,-330,17004,775,912,-39,893,699,8.93,6.99,1,1170.796992481203
38406,21942,-242,1494,17052,1062,811,-107,914,466,9.14,4.66,1,1242.557142857143
38456,22106,-1884,858,17218,1174,785,-76,927,444,9.27,4.44,1,1290.0526315789473
38506,22170,-2028,3084,16180,924,1246,-130,1036,165,10.36,1.65,1,1310.854135338346
38556,22190,-2466,3838,16002,1309,1140,-86,1151,-112,11.51,-1.12,1,1304.4165413533835
38606,22282,-5838,3566,15342,1227,1129,-85,1427,-331,14.27,-3.31,1,1270.3112781954887
38656,22361,-5732,5608,13326,930,1292,-111,1460,-374,14.6,-3.74,1,1209.5887218045114
38706,22472,-6620,4048,14140,913,1065,-55,1748,-588,17.48,-5.88,1,1120.521804511278
38756,22441,-5786,7832,12972,901,910,8,1942,-985,19.42,-9.85,1,1001.3210526315789
38806,22423,-7574,6888,12928,1225,719,25,2203,-1260,22.03,-12.6,1,854.5293233082707
38856,22500,-9788,5660,11560,749,946,-77,2575,-1431,25.75,-14.31,1,686.3165413533835
38906,22471,-8628,8892,10568,903,826,33,2811,-1765,28.11,-17.65,1,504.5954887218045
38956,22429,-9378,8030,10018,701,746,25,3074,-2008,30.74,-20.08,1,342.4556390977444
39006,22387,-9494,9108,9668,636,535,98,3289,-2268,32.89,-22.68,1,222.56541353383457
39056,22428,-9856,8102,9274,482,513,114,3519,-2443,35.19,-24.43,1,149.96766917293232
39106,22566,-9348,9068,8696,396,624,106,3684,-2660,36.84,-26.6,1,101.37067669172933
39156,22642,-9360,9778,8054,517,514,176,3821,-2889,38.21,-28.89,1,71.79248120300753
39206,22748,-10672,9830,7590,544,500,128,4001,-3061,40.01,-30.61,1,57.64736842105263
39256,22836,-11004,9956,7176,514,494,97,4172,-3212,41.72,-32.12,1,48.84285714285714
39306,22980,-12012,10974,5874,295,444,53,4195,-3233,41.95,-32.33,1,44.722556390977445
39356,23083,-10638,11170,5796,257,288,47,4312,-3441,43.12,-34.41,1,44.35864661654136
39406,23132,-12022,10074,5602,87,137,37,4501,-3535,45.01,-35.35,1,45.393233082706764
39456,23132,-10682,10766,5784,49,116,3,4586,-3681,45.86,-36.81,1,47.22781954887218
39506,23122,-11340,10856,5398,-4,88,35,4687,-3794,46.87,-37.94,1,48.38721804511278
39556,23125,-10840,10744,6034,27,5,-25,4747,-3890,47.47,-38.9,1,48.473684210526315
39606,23135,-11602,10658,5640,-83,-37,31,4836,-3953,48.36,-39.53,1,48.749624060150374
39656,23077,-11294,10448,5964,-54,-85,-4,4902,-4001,49.02,-40.01,1,48.161654135338345
39706,23076,-11398,10306,5688,-79,-19,14,4970,-4038,49.7,-40.38,1,48.23533834586466
39756,23068,-10868,10482,6142,-1,-33,45,4995,-4085,49.95,-40.85,1,46.796992481203006
39806,23047,-11174,10622,6404,15,-84,32,5019,-4117,50.19,-41.17,1,43.83157894736842
39856,23049,-11850,10170,5770,-55,20,37,5089,-4117,50.89,-41.17,1,41.17218045112782
39906,23070,-10348,11104,6180,-52,-17,25,5056,-4192,50.56,-41.92,1,37.529323308270676
39956,23066,-11148,10476,6104,18,-21,42,5080,-4208,50.8,-42.08,1,32.26541353383459
40006,23058,-11436,10562,6270,-15,-36,9,5105,-4214,51.05,-42.14,1,25.266165413533834
40056,23022,-11494,10368,5944,-27,-10,-17,5140,-4215,51.4,-42.15,1,17.39097744360902
40106,23012,-10920,10466,6332,-54,22,-3,5138,-4230,51.38,-42.3,1,10.658646616541354
40156,23043,-11164,10582,6152,-57,3,12,5146,-4243,51.46,-42.43,1,4.898496240601504
40206,23028,-10734,10764,6104,-56,30,7,5131,-4275,51.31,-42.75,1,-0.005263157894736842
40256,22993,-10836,10556,6334,-33,-61,1,5124,-4287,51.24,-42.87,1,-4.440601503759399
40306,22944,-11026,10424,6368,-50,-21,13,5130,-4286,51.3,-42.86,1,-7.538345864661654
40356,22902,-10850,10574,6388,-48,-70,22,5122,-4296,51.22,-42.96,1,-9.555639097744361
40406,22814,-11478,10438,6148,-95,-120,4,5149,-4285,51.49,-42.85,1,-11.784210526315789
40456,22535,-11730,10540,6134,-156,-269,-50,5178,-4272,51.78,-42.72,1,-17.5203007518797
40506,21794,-11924,10414,6074,-422,-556,-121,5214,-4252,52.14,-42.52,1,-33.10225563909774
40556,20569,-10528,10100,7222,-816,-661,6,5179,-4242,51.79,-42.42,1,-64.13984962406015
40606,19016,-10210,9378,7998,-661,-789,-8,5140,-4196,51.4,-41.96,0,-113.36165413533834
40656,16120,-10544,9820,8744,-836,-1027,-35,5093,-4154,50.93,-41.54,0,-198.6766917293233
40706,12707,-9234,8978,10268,-1111,-780,-274,4983,-4078,49.83,-40.78,0,-322.303007518797
40756,8974,-9546,7504,10362,-1236,-864,-250,4929,-3940,49.29,-39.4,0,-483.7917293233083
40806,5910,-9148,7756,11608,-1363,-1038,-132,4831,-3816,48.31,-38.16,0,-668.1894736842105
40856,3697,-7506,5332,12416,-1257,-1281,-145,4812,-3787,48.12,-37.87,0,-858.4
40906,1883,-6960,4660,12522,-1228,-1550,-184,4790,-3755,47.9,-37.55,0,-1045.0924812030075
40956,1575,-4804,3070,13812,-1401,-1631,-131,4750,-3710,47.5,-37.1,0,-1204.387969924812
41006,1170,-3734,1994,14712,-1403,-1493,-32,4703,-3658,47.03,-36.58,0,-1337.2781954887218
41056,1126,-2764,758,15314,-1372,-1445,-43,4293,-3203,42.93,-32.03,0,-1438.451127819549
41106,1133,-1840,780,16110,-1528,-1339,3,3890,-2817,38.9,-28.17,0,-1506.7556390977443
41156,896,-692,-1970,16126,-1392,-1178,-9,3486,-2342,34.86,-23.42,0,-1545.0556390977445
41206,1011,204,-2226,16466,-1484,-860,19,3095,-1928,30.95,-19.28,0,-1548.645864661654
41256,990,530,-5398,15744,-1248,-774,75,2746,-1407,27.46,-14.07,0,-1519.9804511278196
41306,1066,1272,-5054,16606,-847,-736,80,2702,-1352,27.02,-13.52,0,-1457.9157894736843
41356,766,1200,-5600,16674,-602,-682,113,2659,-1295,26.59,-12.95,0,-1367.9007518796993
41406,1443,2676,-5976,22520,534,314,405,2657,-1293,26.57,-12.93,0,-1236.3165413533834
41456,2562,414,-4232,16876,-109,231,25,2620,-1246,26.2,-12.46,0,-1061.015037593985
41506,5575,674,-4156,17410,179,-240,83,2582,-1201,25.82,-12.01,0,-824.3360902255639
41556,7093,906,-4878,15760,201,-337,127,2291,-816,22.91,-8.16,0,-560.9240601503759
41606,8349,2466,-3818,16014,206,-216,95,1962,-547,19.62,-5.47,0,-283.8255639097744
41656,9193,2014,-3596,16420,36,117,23,1708,-333,17.08,-3.33,-1,-24.355639097744362
41706,10539,1076,-4246,16250,52,49,-3,1540,-116,15.4,-1.16,1,210.86992481203006
41756,10452,1430,-3742,16348,154,11,16,1379,40,13.79,0.4,1,389.17067669172934
41806,10580,1820,-3672,16184,99,65,30,1221,172,12.21,1.72,1,518.6984962406015
41856,11121,1688,-3880,16382,127,-34,7,1095,293,10.95,2.93,1,613.9902255639098
41906,11094,1750,-3496,16354,91,40,-25,984,376,9.84,3.76,1,669.0902255639098
41956,11014,1288,-3666,16162,94,84,-17,912,459,9.12,4.59,1,704.333082706767
42006,11131,1530,-3476,16492,140,-36,2,840,515,8.4,5.15,1,720.6586466165413
42056,11094,1578,-3192,16438,103,-5,-7,776,549,7.76,5.49,1,720.781954887218
42106,11193,1322,-3198,16560,43,-14,-4,736,578,7.36,5.78,1,707.4406015037594
42156,11260,1450,-3152,16374,14,-4,5,694,602,6.94,6.02,1,676.1864661654135
42206,11211,1520,-3146,16426,-3,16,12,654,621,6.54,6.21,1,630.4631578947368
42256,11186,1448,-3198,16492,1,16,4,625,639,6.25,6.39,1,568.7127819548872
42306,11155,1464,-3072,16400,-21,18,6,599,649,5.99,6.49,1,492.3872180451128
42356,11132,1324,-3242,16318,-8,5,1,584,667,5.84,6.67,1,395.8248120300752
42406,11243,1532,-3064,16400,7,-13,14,560,673,5.6,6.73,1,295.94962406015037
42456,11045,1456,-3142,16462,5,15,3,545,681,5.45,6.81,1,196.17744360902256
42506,10976,1368,-3090,16390,1,13,3,535,686,5.35,6.86,1,130.23684210526315
42556,10701,1502,-3328,16614,2,40,-2,522,700,5.22,7.0,-1,76.21428571428571
42606,10525,1388,-3130,16502,-17,39,-5,516,703,5.16,7.03,-1,34.08345864661654
42656,10022,1162,-3272,16452,-34,36,-19,522,713,5.22,7.13,-1,-5.178947368421053
42706,8714,1150,-3336,16480,-34,8,-46,528,725,5.28,7.25,-1,-43.12105263157895
42756,6397,930,-3186,16498,131,-170,-73,544,727,5.44,7.27,0,-112.79248120300753
42806,4589,1856,-2900,16352,130,-160,-70,509,716,5.09,7.16,0,-200.17368421052632
42856,2765,1692,-3424,16408,42,27,-130,489,732,4.89,7.32,0,-296.0609022556391
42906,1247,1338,-2962,16266,59,2,-75,489,724,4.89,7.24,0,-401.4947368421053
42956,966,1490,-3644,16742,106,-97,-29,484,746,4.84,7.46,0,-497.3984962406015
43006,394,1392,-2592,16664,71,-9,45,484,714,4.84,7.14,-1,-584.5165413533834
43056,513,1796,-3240,16642,-30,462,83,463,719,4.63,7.19,-1,-654.3729323308271
43106,370,1248,-2486,16132,96,-107,-51,471,689,4.71,6.89,-1,-708.7977443609022
43156,287,1080,-2524,16468,145,-141,-103,488,664,4.88,6.64,-1,-747.0751879699249
43206,244,1760,-2152,16548,248,-230,-86,467,622,4.67,6.22,-1,-770.2398496240602
43256,285,1974,-2194,16682,192,-149,-85,439,588,4.39,5.88,-1,-776.7218045112782
43306,283,1692,-2180,16344,186,-195,-135,428,561,4.28,5.61,-1,-767.3293233082707
43356,260,1296,-2040,16756,236,-370,-116,441,528,4.41,5.28,-1,-742.2796992481203
43406,299,2438,-1416,16524,232,-394,-145,392,469,3.92,4.69,-1,-698.5714285714286
43456,273,3022,-1352,16342,188,-411,-139,320,416,3.2,4.16,-1,-641.9037593984963
43506,277,3468,-862,16548,167,-341,-153,237,345,2.37,3.45,-1,-570.0699248120301
43556,355,3650,-816,16280,126,-244,-212,155,282,1.55,2.82,-1,-485.3751879699248
43606,361,3696,-1326,16262,137,-256,-179,83,256,0.83,2.56,-1,-387.8157894736842
43656,395,3586,-554,16454,115,-299,-144,29,193,0.29,1.93,-1,-282.42857142857144
43706,399,4058,-640,16232,189,-282,-231,-42,145,-0.42,1.45,-1,-183.16015037593985
43756,400,4042,-80,16498,124,-323,-100,-99,74,-0.99,0.74,-1,-107.9578947368421
43806,428,4318,-208,16106,132,-328,-109,-166,21,-1.66,0.21,-1,-51.884962406015035
43856,448,5036,462,15850,182,-347,-149,-263,-57,-2.63,-0.57,0,-18.069172932330826
43906,449,5478,4,15974,183,-274,-147,-364,-101,-3.64,-1.01,0,-4.723308270676692
43956,445,5578,164,15934,123,-224,-179,-456,-147,-4.56,-1.47,0,5.328571428571428
44006,421,5670,846,15748,107,-187,-160,-541,-220,-5.41,-2.2,0,6.7894736842105265
44056,397,5936,554,15512,132,-180,-185,-631,-268,-6.31,-2.68,0,9.745864661654135
44106,381,6024,622,15768,56,-146,-145,-707,-312,-7.07,-3.12,0,10.390225563909775
44156,351,6082,624,15732,16,-183,-89,-775,-350,-7.75,-3.5,0,9.278947368421052
44206,278,6298,1232,15398,52,-158,-77,-848,-413,-8.48,-4.13,0,6.349624060150376
44256,255,6294,672,15432,80,-106,-118,-910,-438,-9.1,-4.38,0,3.68796992481203
44306,242,6646,1256,15460,57,-90,-63,-979,-489,-9.79,-4.89,0,0.8541353383458646
44356,238,6448,1308,15484,28,-61,-38,-1027,-535,-10.27,-5.35,0,-2.338345864661654
44406,212,6390,1160,15288,-16,-27,-25,-1069,-567,-10.69,-5.67,0,-5.253383458646616
44456,201,6602,1394,15714,-12,-1,6,-1107,-604,-11.07,-6.04,0,-8.605263157894736
44506,205,6290,1190,15374,15,-19,24,-1130,-628,-11.3,-6.28,0,-11.728571428571428
44556,187,6370,1118,15200,-1,18,14,-1158,-644,-11.58,-6.44,0,-13.769172932330827
44606,220,6436,1312,15684,-31,29,27,-1175,-666,-11.75,-6.66,0,-14.990977443609022
44656,247,6274,934,15322,-7,12,8,-1189,-667,-11.89,-6.67,0,-15.078195488721805
