ms,fsr,ax,ay,az,gx,gy,gz,tx100,ty100,tx,ty,label,fsr_slope
4880,379,4950,454,15972,-4,-10,3,-762,-511,-7.62,-5.11,0,0.0
4906,382,4970,454,15976,-7,-5,-1,-764,-510,-7.64,-5.1,0,0.0
4956,390,4950,472,16022,-10,-8,-1,-764,-510,-7.64,-5.1,0,0.0
5006,396,4980,520,15960,-13,-8,6,-766,-513,-7.66,-5.13,0,0.0
5056,391,4932,436,16002,-10,-4,9,-765,-511,-7.65,-5.11,0,0.0
5106,388,4934,466,15950,-11,-4,13,-765,-510,-7.65,-5.1,0,0.0
5156,396,5018,444,15954,-11,-1,18,-769,-509,-7.69,-5.09,0,0.0
5206,422,4950,478,15974,-13,3,14,-769,-510,-7.69,-5.1,0,0.0
5256,407,5040,424,15940,-15,5,9,-774,-507,-7.74,-5.07,0,0.0
5306,417,4792,416,16012,-22,10,14,-764,-505,-7.64,-5.05,0,0.0
5356,387,5028,468,16004,-5,-5,13,-768,-506,-7.68,-5.06,0,0.0
5406,344,4830,376,15988,-9,3,7,-762,-501,-7.62,-5.01,0,0.0
5456,389,4960,422,15982,-16,7,11,-763,-500,-7.63,-5.0,0,0.0
5506,440,4914,410,15926,-15,1,8,-763,-499,-7.63,-4.99,0,0.0
5556,404,4884,388,16026,-7,6,5,-760,-496,-7.6,-4.96,0,0.0
5606,390,4818,468,15994,-7,-5,16,-754,-498,-7.54,-4.98,0,0.0
5656,380,4480,706,16042,-9,-17,67,-732,-512,-7.32,-5.12,0,0.0
5706,368,5160,494,16058,-36,19,105,-746,-513,-7.46,-5.13,0,0.0
5756,310,4772,-226,15954,-27,-6,75,-741,-477,-7.41,-4.77,0,0.0
5806,277,5050,244,16050,-9,-47,116,-749,-470,-7.49,-4.7,0,-2.7390977443609024
5856,249,4840,334,16006,33,-23,140,-746,-469,-7.46,-4.69,0,-4.71203007518797
5906,285,5166,534,15998,38,12,222,-759,-478,-7.59,-4.78,0,-5.92781954887218
5956,297,5466,-40,15892,-6,126,176,-787,-457,-7.87,-4.57,0,-6.7
6006,350,4768,798,16104,-24,161,138,-773,-482,-7.73,-4.82,0,-6.480451127819549
6056,347,4950,-140,16002,-137,235,173,-772,-454,-7.72,-4.54,0,-6.313533834586466
6106,279,4512,136,16120,-86,279,151,-748,-446,-7.48,-4.46,0,-7.099248120300752
6156,192,4158,92,16222,-157,285,159,-708,-436,-7.08,-4.36,0,-8.837593984962407
6206,244,4274,-350,16292,-199,350,195,-679,-405,-6.79,-4.05,0,-9.115789473684211
6256,270,3762,-566,16338,-246,399,145,-629,-368,-6.29,-3.68,0,-8.99172932330827
6306,247,3486,-728,16322,-324,401,79,-572,-327,-5.72,-3.27,0,-8.832330827067668
6356,209,3016,-1088,16128,-297,428,171,-502,-274,-5.02,-2.74,0,-9.433834586466165
6406,254,2512,-1416,16400,-266,410,170,-414,-212,-4.14,-2.12,0,-9.80375939849624
6456,297,1926,-1478,16502,-242,390,141,-308,-156,-3.08,-1.56,0,-8.713533834586466
6506,358,1726,-1844,16456,-212,340,134,-208,-90,-2.08,-0.9,0,-5.80827067669173
6556,427,1376,-1886,16542,-168,301,143,-105,-31,-1.05,-0.31,0,-2.362406015037594
6606,436,1266,-2124,16540,-152,257,94,-11,29,-0.11,0.29,0,0.956390977443609
6656,443,1078,-2084,16506,-134,242,122,77,80,0.77,0.8,0,4.14812030075188
6706,440,644,-2392,16538,-128,216,112,175,139,1.75,1.39,0,7.012781954887218
6756,469,560,-2426,16532,-104,177,73,263,191,2.63,1.91,0,9.267669172932331
6806,438,522,-2586,16542,-100,153,51,339,243,3.39,2.43,0,10.319548872180452
6856,410,278,-2510,16538,-84,122,58,417,283,4.17,2.83,0,10.287218045112782
6906,434,184,-2764,16550,-66,78,56,488,331,4.88,3.31,0,10.92406015037594
6956,444,310,-2636,16542,-45,58,38,542,364,5.42,3.64,0,11.669172932330827
7006,458,64,-2716,16504,-39,62,23,600,397,6.0,3.97,0,13.230075187969925
7056,442,82,-2736,16542,-39,49,14,649,426,6.49,4.26,0,14.352631578947369
7106,430,142,-2800,16502,-40,55,16,687,454,6.87,4.54,0,14.087218045112781
7156,408,98,-2664,16522,-52,66,11,722,471,7.22,4.71,0,11.906766917293233
7206,464,-152,-2712,16510,-59,68,31,764,488,7.64,4.88,0,11.022556390977444
7256,428,-56,-2880,16498,-49,57,24,795,510,7.95,5.1,0,9.70375939849624
7306,425,-198,-2984,16482,-35,51,25,829,535,8.29,5.35,0,7.741353383458646
7356,440,-278,-3004,16488,-16,21,11,862,557,8.62,5.57,0,5.125563909774436
7406,331,-236,-2944,16470,-11,9,12,887,573,8.87,5.73,0,1.3157894736842106
7456,322,-246,-2864,16512,-9,1,22,910,582,9.1,5.82,0,-2.0593984962406013
7506,318,-256,-2908,16510,-4,-2,16,929,592,9.29,5.92,0,-4.5661654135338345
7556,395,-360,-2874,16468,12,-19,19,951,599,9.51,5.99,0,-4.823308270676692
7606,330,-184,-2894,16530,-9,-27,-4,961,606,9.61,6.06,0,-5.818796992481203
7656,363,-144,-2850,16532,-8,-22,-5,967,609,9.67,6.09,0,-6.072932330827068
7706,316,-272,-2886,16450,-14,-26,-12,979,615,9.79,6.15,0,-6.925563909774436
7756,375,-476,-3368,15296,-163,-79,-3,1001,656,10.01,6.56,0,-6.290977443609022
7806,263,396,-3072,16382,-64,-30,8,973,664,9.73,6.64,0,-7.604511278195488
7856,298,108,-2950,16586,-27,15,-29,964,663,9.64,6.63,0,-8.596992481203008
7906,369,-102,-2618,16452,194,42,3,968,647,9.68,6.47,0,-8.02781954887218
7956,297,158,-2880,16636,-166,-23,75,958,645,9.58,6.45,0,-8.23157894736842
8006,256,222,-3606,16698,116,-141,-2,946,678,9.46,6.78,0,-8.578947368421053
8056,305,0,-2750,16036,34,-67,-3,947,670,9.47,6.7,0,-8.175187969924812
8106,314,-16,-3620,16192,160,-92,-11,948,706,9.48,7.06,0,-7.626315789473685
8156,931,-198,-2854,15898,477,-642,70,959,700,9.59,7.0,0,1.5639097744360901
8206,1617,508,-3264,16486,57,-102,44,932,711,9.32,7.11,0,20.65187969924812
8256,1110,452,-2662,16484,9,2,45,912,689,9.12,6.89,0,30.194736842105264
8306,1373,616,-2730,16530,130,-136,-31,887,674,8.87,6.74,0,42.4218045112782
8356,1528,832,-2124,16826,66,-87,-18,854,628,8.54,6.28,-1,55.67443609022556
8406,752,952,-2318,16856,-77,142,18,821,599,8.21,5.99,-1,54.48421052631579
8456,860,578,-2882,16072,77,60,-78,810,609,8.1,6.09,-1,54.061654135338344
8506,810,568,-2198,16662,-32,31,-27,802,577,8.02,5.77,-1,52.05263157894737
8556,810,492,-2442,16480,-94,84,68,800,565,8.0,5.65,-1,50.51954887218045
8606,338,568,-2530,17126,-339,29,-6,799,563,7.99,5.63,0,40.59323308270677
8656,390,656,-2442,16276,33,-24,-65,788,554,7.88,5.54,0,31.9187969924812
8706,299,464,-3332,16060,-46,-135,-54,788,594,7.88,5.94,0,21.161654135338345
8756,226,1126,-2286,16146,1798,-828,114,753,573,7.53,5.73,0,10.318796992481204
8806,871,1172,-2256,16406,106,-69,151,723,552,7.23,5.52,0,7.1458646616541355
8856,957,1144,-2708,16760,-31,313,65,699,554,6.99,5.54,0,4.83984962406015
8906,949,832,-1916,16136,36,25,51,693,520,6.93,5.2,0,2.549624060150376
8956,1551,1442,-2486,16720,25,-217,-10,659,516,6.59,5.16,0,6.8503759398496245
9007,1626,1302,-2292,16580,41,-264,-90,636,503,6.36,5.03,0,9.689473684210526
9056,1713,1492,-2124,16512,53,-621,54,607,485,6.07,4.85,0,12.484962406015038
9106,2604,1334,-2216,16390,-128,64,35,589,475,5.89,4.75,0,26.033834586466167
9156,2769,1460,-2102,16316,-143,203,7,568,461,5.68,4.61,0,48.23834586466165
9206,2961,496,-2776,16008,-90,298,-51,599,487,5.99,4.87,-1,81.25338345864661
9256,4483,1162,-3030,16610,-116,713,-70,593,516,5.93,5.16,1,125.98496240601504
9306,5378,688,-1344,16854,-194,234,13,612,454,6.12,4.54,1,182.58270676691728
9356,8303,514,-2564,15952,133,-188,-21,636,471,6.36,4.71,1,277.390977443609
9406,11254,736,-2240,16420,249,-386,188,645,464,6.45,4.64,1,391.9157894736842
9456,13561,1536,-2032,16578,337,-194,108,612,446,6.12,4.46,1,525.3105263157895
9506,15485,1776,-2488,17084,80,141,-53,607,447,6.07,4.47,1,666.3022556390978
9556,16476,1716,-1034,16204,22,302,-71,569,382,5.69,3.82,1,799.3834586466165
9606,17365,1282,-2010,16808,-6,146,-129,561,374,5.61,3.74,1,914.1541353383459
9656,17998,626,-2256,16290,11,163,-122,587,383,5.87,3.83,1,1013.1842105263158
9706,18899,486,-2260,16644,111,-3,16,617,389,6.17,3.89,1,1097.1706766917293
9756,19109,602,-1168,16668,-172,117,10,636,339,6.36,3.39,1,1155.0345864661654
9806,19313,22,-1868,16310,-129,90,20,683,333,6.83,3.33,1,1197.6015037593984
9856,19752,190,-2394,16350,-115,45,68,713,356,7.13,3.56,1,1220.0654135338345
9906,20149,576,-2114,16786,-180,281,75,720,357,7.2,3.57,1,1219.8112781954887
9956,20490,-350,-2308,16726,-100,111,105,772,369,7.72,3.69,1,1205.0616541353384
10006,20839,192,-2518,16266,36,-104,113,789,393,7.89,3.93,1,1168.0022556390977
10056,21173,376,-2146,16420,174,-165,6,794,393,7.94,3.93,1,1108.1962406015039
10106,21430,-108,-2066,16452,83,-73,71,824,389,8.24,3.89,1,1036.866917293233
10156,21531,340,-2362,16598,-36,14,90,825,400,8.25,4.0,1,941.275939849624
10206,21571,490,-2252,16514,-55,62,107,819,404,8.19,4.04,1,821.0744360902256
10256,21469,678,-2460,16660,-109,103,131,805,417,8.05,4.17,1,695.4624060150376
10306,21658,720,-3174,16772,96,-39,88,791,462,7.91,4.62,1,561.1390977443609
10356,21875,288,-2108,16966,173,70,133,800,447,8.0,4.47,1,451.6187969924812
10406,22024,154,-2640,16502,312,43,88,815,463,8.15,4.63,1,370.41278195488724
10456,22079,170,-2370,16634,409,208,185,827,463,8.27,4.63,1,310.2233082706767
10506,22124,136,-1174,18078,676,190,185,829,454,8.29,4.54,1,268.2466165413534
10556,22213,-404,-966,18158,956,425,145,834,444,8.34,4.44,1,233.20526315789473
10606,22326,-1672,432,18672,1102,782,67,846,426,8.46,4.26,1,205.18796992481202
10656,22400,-2036,2642,18612,1357,1107,44,847,424,8.47,4.24,1,180.76240601503758
10706,22495,-3140,2450,17860,1523,1209,22,869,393,8.69,3.93,1,165.30075187969925
10756,22564,-4756,3700,16740,1611,1415,64,902,354,9.02,3.54,1,148.7330827067669
10806,22582,-3664,6484,16088,1912,1231,183,926,297,9.26,2.97,1,130.44812030075187
10856,22598,-6568,4712,14574,1935,1265,160,1278,-45,12.78,-0.45,1,114.40751879699248
10906,22573,-6116,6882,12370,1911,1338,174,1319,-104,13.19,-1.04,1,99.9984962406015
10956,22553,-6390,8770,10224,1661,1337,223,1362,-181,13.62,-1.81,1,87.04285714285714
11006,22523,-6992,8228,9630,1454,1148,95,1412,-254,14.12,-2.54,1,76.06691729323309
11056,22495,-7584,9322,8222,1018,1103,9,1465,-335,14.65,-3.35,1,67.43233082706767
11106,22478,-8314,10408,6966,677,1047,43,1522,-423,15.22,-4.23,1,60.62481203007519
11156,22541,-9134,10356,6214,486,734,59,1585,-508,15.85,-5.08,1,54.73609022556391
11206,22565,-9228,10924,5454,498,522,-4,1647,-596,16.47,-5.96,1,48.303007518796996
11256,22621,-9840,11522,5022,383,443,71,2113,-1252,21.13,-12.52,1,39.564661654135335
11306,22649,-10550,12232,4760,400,360,-13,2521,-1815,25.21,-18.15,1,32.4781954887218
11356,22787,-10496,12298,4018,279,331,-7,2871,-2309,28.71,-23.09,1,29.299248120300753
11406,22872,-9542,12482,3948,83,263,24,3125,-2771,31.25,-27.71,1,28.31578947368421
11456,22849,-9658,12096,4490,108,-67,28,3351,-3137,33.51,-31.37,1,26.596992481203007
11506,22864,-10158,11412,4486,12,-81,52,3586,-3406,35.86,-34.06,1,24.645112781954886
11556,22880,-9822,12180,4412,37,-60,18,3748,-3675,37.48,-36.75,1,23.214285714285715
11606,22902,-9800,12256,4638,119,-84,2,3881,-3904,38.81,-39.04,1,22.878947368421052
11656,22967,-10660,12112,4348,7,-52,11,4036,-4067,40.36,-40.67,1,23.774436090225564
11706,22993,-10554,12362,4328,43,-86,11,4156,-4219,41.56,-42.19,1,25.688721804511278
11756,22997,-10372,12234,4330,9,-20,12,4255,-4350,42.55,-43.5,1,28.000751879699248
11806,23026,-10658,11884,4330,-4,-40,-37,4362,-4439,43.62,-44.39,1,30.36015037593985
11856,23026,-10062,12054,4662,-15,-63,-48,4419,-4536,44.19,-45.36,1,32.30451127819549
11906,23051,-10038,11742,4856,-27,-114,-23,4473,-4605,44.73,-46.05,1,33.567669172932334
11956,23118,-10386,11698,4910,-72,-114,14,4535,-4650,45.35,-46.5,1,34.75338345864662
12006,23126,-9822,12002,4676,-37,-52,58,4557,-4722,45.57,-47.22,1,34.73007518796992
12056,23125,-9388,12032,4968,14,-54,11,4554,-4794,45.54,-47.94,1,33.34360902255639
12106,23140,-10230,11752,5214,27,-168,47,4591,-4813,45.91,-48.13,1,30.95563909774436
12156,23137,-10744,11574,4698,-78,-22,22,4656,-4812,46.56,-48.12,1,28.52406015037594
12206,23141,-9504,12436,5106,-95,41,-12,4629,-4879,46.29,-48.79,1,25.63233082706767
12256,23133,-10240,11888,5406,7,-78,47,4649,-4886,46.49,-48.86,1,22.644360902255638
12306,23139,-10834,11548,5102,-77,-24,-9,4704,-4865,47.04,-48.65,1,19.414285714285715
12356,23132,-9610,12126,5364,-57,-38,-7,4680,-4904,46.8,-49.04,1,17.526315789473685
12406,23116,-10422,11638,5444,-73,-64,-29,4707,-4891,47.07,-48.91,1,16.23308270676692
12456,23095,-10220,12042,5124,-198,-43,-53,4713,-4907,47.13,-49.07,1,13.909774436090226
12506,22983,-10686,12748,4572,-417,-188,-218,4715,-4911,47.15,-49.11,1,9.853383458646617
12556,22865,-10690,11896,6044,-368,-339,-231,4731,-4888,47.31,-48.88,1,4.184962406015037
12606,22692,-10042,12380,6712,-476,-574,-209,4726,-4889,47.26,-48.89,1,-3.5849624060150376
12656,22344,-10840,11618,6088,-731,-716,-222,4754,-4854,47.54,-48.54,1,-14.98421052631579
12706,21894,-11504,9238,7422,-890,-948,-288,4846,-4688,48.46,-46.88,1,-31.464661654135337
12756,21546,-8946,10228,9396,-1114,-826,-209,4754,-4611,47.54,-46.11,1,-51.20075187969925
12806,21010,-8368,8980,10500,-1116,-1222,-79,4651,-4479,46.51,-44.79,1,-75.95413533834586
12856,20586,-8236,6678,10406,-1072,-1326,-34,4645,-4449,46.45,-44.49,0,-103.73308270676692
12906,19637,-7128,4460,11762,-1441,-1269,-340,4630,-4403,46.3,-44.03,0,-141.00526315789475
12956,17095,-5966,5918,11436,-1558,-1234,2,4606,-4371,46.06,-43.71,0,-208.4
13006,14067,-4984,2184,13618,-2160,-530,272,4573,-4308,45.73,-43.08,0,-309.86842105263156
13056,11427,-6186,2810,13146,-1507,-1164,301,4550,-4251,45.5,-42.51,0,-435.44436090225565
13106,8855,-4260,432,15230,-1710,-1189,-26,4244,-3689,42.44,-36.89,0,-579.9353383458647
13156,5269,-2864,524,15226,-1241,-1138,-42,4200,-3626,42.0,-36.26,0,-754.2210526315789
13206,3635,-2684,-216,16660,-1606,-871,0,3850,-3124,38.5,-31.24,0,-924.9172932330827
13256,2508,-1714,-2562,16304,-1131,-1029,-27,3504,-2574,35.04,-25.74,0,-1082.5075187969924
13306,2097,-1202,-2434,16598,-1296,-891,64,3183,-2116,31.83,-21.16,0,-1214.8593984962406
13356,1677,-826,-4362,15704,-1064,-722,-133,2892,-1618,28.92,-16.18,0,-1321.6796992481204
13406,1452,-456,-4736,16660,-824,-588,-111,2856,-1561,28.56,-15.61,0,-1399.7037593984962
13456,1501,208,-4972,17140,-591,-555,-42,2817,-1504,28.17,-15.04,0,-1444.781954887218
13506,1437,886,-6014,17746,-517,-335,117,2774,-1444,27.74,-14.44,0,-1460.0706766917294
13556,2092,846,-5692,17612,-397,-196,78,2732,-1386,27.32,-13.86,0,-1435.4654135338346
13606,2184,566,-6092,16352,-245,11,84,2693,-1325,26.93,-13.25,0,-1381.0398496240603
13656,1875,684,-6256,15018,-33,-208,15,2396,-839,23.96,-8.39,0,-1305.6842105263158
13706,1524,1242,-6452,15386,425,-308,-16,2115,-426,21.15,-4.26,0,-1211.6676691729324
13756,1647,1328,-5062,15126,588,-223,-11,1870,-138,18.7,-1.38,0,-1090.7571428571428
13806,1754,2084,-5188,16756,456,40,7,1838,-108,18.38,-1.08,0,-946.8578947368421
13856,2087,1270,-5124,16982,198,238,-29,1812,-79,18.12,-0.79,0,-775.9398496240601
13906,2018,816,-4548,16786,106,166,-39,1789,-54,17.89,-0.54,0,-593.1736842105263
13956,1879,804,-4406,15738,122,96,-19,1621,135,16.21,1.35,0,-426.03533834586466
14006,1717,1176,-4450,15850,260,88,-13,1460,297,14.6,2.97,0,-286.1406015037594
14056,1535,1124,-4248,16522,333,132,-43,1327,416,13.27,4.16,0,-171.95864661654136
14106,1771,298,-4148,16862,264,177,-3,1318,428,13.18,4.28,-1,-80.1406015037594
14156,1578,370,-4138,16442,247,31,33,1244,523,12.44,5.23,0,-37.04812030075188
14206,1258,972,-3518,16484,192,-15,54,1151,572,11.51,5.72,0,-18.776691729323307
14256,1121,932,-3258,16388,120,5,44,1073,602,10.73,6.02,0,-16.682706766917292
14306,1259,952,-3278,16500,36,29,18,1006,628,10.06,6.28,0,-17.021052631578947
14356,1445,562,-3358,16410,3,49,4,969,655,9.69,6.55,0,-20.073684210526316
14406,1711,502,-3362,16404,-4,21,5,941,678,9.41,6.78,0,-22.530075187969924
14456,1809,478,-3212,16428,-20,14,8,918,689,9.18,6.89,0,-23.202255639097743
14506,2079,530,-3296,16320,-14,28,4,896,705,8.96,7.05,0,-21.490977443609022
14556,2177,522,-3348,16416,-17,18,-4,878,719,8.78,7.19,0,-9.003007518796993
14606,2412,486,-3376,16344,-28,7,5,864,734,8.64,7.34,0,8.166917293233082
14656,2425,518,-3376,16362,-11,6,2,850,746,8.5,7.46,0,20.30075187969925
14706,2597,538,-3294,16348,-9,1,7,838,752,8.38,7.52,0,28.522556390977442
14756,2776,512,-3304,16412,-17,2,7,829,758,8.29,7.58,0,39.63007518796992
14806,2767,484,-3340,16286,-13,-3,11,822,765,8.22,7.65,-1,50.600751879699246
14856,2967,456,-3370,16352,-12,6,8,818,773,8.18,7.73,-1,68.16315789473684
14906,2998,526,-3366,16372,-13,-4,12,811,778,8.11,7.78,-1,83.75563909774436
14956,3065,480,-3400,16360,-16,-10,13,808,785,8.08,7.85,-1,96.63684210526316
15006,3056,454,-3388,16346,-9,-9,17,806,790,8.06,7.9,1,105.04812030075188
15056,3119,534,-3386,16376,-5,-5,12,801,794,8.01,7.94,1,109.47218045112783
15106,3144,502,-3376,16378,-11,1,9,798,797,7.98,7.97,1,115.59774436090225
15156,3225,494,-3412,16382,-10,-1,5,795,802,7.95,8.02,1,117.76842105263158
15206,3322,512,-3428,16358,-9,-4,9,793,806,7.93,8.06,1,113.79548872180452
15256,3386,476,-3400,16366,-10,-2,8,792,809,7.92,8.09,1,105.46992481203007
15306,3453,460,-3370,16370,-9,-5,6,792,809,7.92,8.09,-1,96.87443609022556
15356,3466,506,-3412,16370,-8,-4,4,790,812,7.9,8.12,-1,88.10225563909775
15406,3500,472,-3402,16368,-8,0,2,790,814,7.9,8.14,-1,80.9766917293233
15456,3547,504,-3394,16380,-8,-3,7,789,815,7.89,8.15,-1,73.3796992481203
15506,3615,470,-3408,16382,-8,-3,4,789,816,7.89,8.16,-1,68.40375939849623
15556,3649,526,-3456,16332,-9,-5,9,787,820,7.87,8.2,-1,63.151127819548876
15606,3663,474,-3318,16376,-4,-3,7,787,817,7.87,8.17,-1,59.595488721804514
15656,3654,488,-3402,16344,-11,-7,11,787,818,7.87,8.18,-1,54.23533834586466
15706,3576,492,-3422,16342,-8,-10,9,786,820,7.86,8.2,0,48.628571428571426
15756,3581,486,-3380,16370,-2,-6,8,786,819,7.86,8.19,0,44.44736842105263
15806,3575,534,-3364,16382,-8,-3,9,784,818,7.84,8.18,0,38.82781954887218
15856,3680,484,-3400,16344,-7,-4,10,784,819,7.84,8.19,0,36.651127819548876
15906,3646,502,-3366,16396,-12,-3,7,783,818,7.83,8.18,0,33.40601503759399
15956,3702,476,-3430,16336,-11,-5,8,784,820,7.84,8.2,0,31.04436090225564
16006,3730,486,-3362,16374,-11,-5,9,785,819,7.85,8.19,0,27.982706766917293
16056,3778,530,-3432,16376,-11,-5,6,782,821,7.82,8.21,0,25.58796992481203
16106,3872,516,-3436,16340,-14,-3,6,781,823,7.81,8.23,0,23.93984962406015
16156,3875,478,-3408,16372,-7,-4,12,782,823,7.82,8.23,0,22.518796992481203
16206,3913,518,-3388,16344,-11,-2,7,781,823,7.81,8.23,0,22.194736842105264
16256,3930,520,-3436,16360,-7,-4,6,780,825,7.8,8.25,0,22.235338345864662
16306,3963,532,-3432,16362,-8,-6,7,779,826,7.79,8.26,0,22.987218045112783
16356,4041,496,-3496,16354,-12,-5,7,779,831,7.79,8.31,0,24.29172932330827
16406,4078,498,-3418,16348,-14,-7,4,780,831,7.8,8.31,0,25.796992481203006
16456,4010,506,-3460,16382,-5,-6,7,779,832,7.79,8.32,0,26.203759398496242
16506,4026,512,-3432,16346,-3,-3,10,779,833,7.79,8.33,0,27.21654135338346
16556,4040,506,-3438,16368,-9,-3,2,779,833,7.79,8.33,0,28.34812030075188
16606,4088,482,-3416,16344,-9,-2,7,780,833,7.8,8.33,0,29.798496240601505
16656,4163,512,-3454,16374,-10,-5,8,780,834,7.8,8.34,0,31.5390977443609
16706,4193,514,-3402,16374,-15,-3,7,779,832,7.79,8.32,0,31.71127819548872
16756,4259,496,-3398,16354,-20,-1,11,780,831,7.8,8.31,0,31.977443609022558
16806,4305,470,-3482,16346,-18,-3,7,781,834,7.81,8.34,0,31.786466165413533
16856,4346,526,-3488,16340,-18,1,7,780,837,7.8,8.37,0,32.741353383458645
16906,4132,558,-3568,16322,-16,1,7,777,844,7.77,8.44,0,29.10075187969925
16956,4101,516,-3620,16378,12,-11,5,777,852,7.77,8.52,0,25.170676691729323
17006,4476,468,-3406,16288,-37,26,-4,779,848,7.79,8.48,0,26.43984962406015
17056,5055,696,-3068,15668,-21,-243,-106,768,835,7.68,8.35,0,35.61654135338346
17106,9446,1074,-3298,15818,-215,-368,-88,738,833,7.38,8.33,1,107.08571428571429
17156,14347,1058,-3562,17678,411,-337,-171,736,832,7.36,8.32,1,240.2345864661654
17206,17453,1792,-3434,17040,409,-35,82,728,831,7.28,8.31,1,402.6075187969925
17256,19043,2500,-2806,17054,896,-146,69,716,826,7.16,8.26,1,567.6022556390977
17306,20664,528,-1710,17342,1030,246,20,718,814,7.18,8.14,1,733.5488721804511
17356,21390,978,920,18352,895,295,-35,716,785,7.16,7.85,1,885.9842105263158
17406,21746,58,-1214,17758,945,377,12,721,770,7.21,7.7,1,1018.0007518796992
17456,21917,960,1352,17284,767,730,-85,719,739,7.19,7.39,1,1124.8180451127819
17506,22044,-314,492,16874,933,764,-101,770,550,7.7,5.5,1,1206.7744360902257
17556,22108,-36,1388,16824,1049,999,-43,799,345,7.99,3.45,1,1262.7714285714285
17606,22233,-1900,4246,16662,1115,1044,-27,815,302,8.15,3.02,1,1294.1421052631579
17656,22324,-4166,2312,16254,1345,930,-4,1049,87,10.49,0.87,1,1300.7112781954888
17706,22377,-3056,5454,15958,1132,1173,-125,1189,-256,11.89,-2.56,1,1281.2015037593985
17756,22404,-4384,6938,14228,1106,1468,-34,1385,-645,13.85,-6.45,1,1235.775187969925
17806,22431,-5274,6336,14172,1214,1093,24,1602,-942,16.02,-9.42,1,1164.1751879699248
17856,22434,-6152,7022,13264,1060,1102,-20,1839,-1237,18.39,-12.37,1,1066.0082706766918
17906,22384,-6210,7140,12146,1241,1091,13,1869,-1275,18.69,-12.75,1,936.5481203007519
17956,22348,-7286,8904,10676,941,1425,-102,2146,-1655,21.46,-16.55,1,778.6375939849625
18006,22229,-8062,9688,10372,1077,1020,-40,2411,-2005,24.11,-20.05,1,597.509022556391
18056,22224,-9744,9268,9354,953,793,125,2740,-2273,27.4,-22.73,1,398.7548872180451
18106,22253,-9694,10146,8006,728,773,60,3025,-2568,30.25,-25.68,1,243.92857142857142
18156,22283,-9244,10482,6916,634,658,99,3259,-2869,32.59,-28.69,1,147.6563909774436
18206,22385,-9762,10578,6644,480,547,52,3483,-3119,34.83,-31.19,1,89.94962406015037
18256,22456,-10102,11060,6158,459,371,-9,3682,-3349,36.82,-33.49,1,50.945864661654134
18306,22524,-9464,11898,5118,364,331,93,3815,-3617,38.15,-36.17,1,33.37593984962406
18356,22624,-10064,11592,5804,392,106,60,3953,-3801,39.53,-38.01,1,25.900751879699246
18406,22695,-10996,11672,4588,89,89,8,4122,-3950,41.22,-39.5,1,23.205263157894738
18456,22718,-9912,11604,5288,11,19,-47,4214,-4098,42.14,-40.98,1,22.111278195488723
18506,22676,-10132,11736,5038,-54,-87,30,4301,-4227,43.01,-42.27,1,21.218045112781954
18556,22652,-9820,11334,6318,-31,-126,31,4356,-4307,43.56,-43.07,1,20.042105263157893
18606,22656,-11346,11044,4962,-76,-52,3,4492,-4339,44.92,-43.39,1,20.07894736842105
18656,22690,-9724,11822,5856,-69,-28,-34,4507,-4433,45.07,-44.33,1,21.402255639097746
18706,22677,-10576,11384,5588,-62,-99,18,4571,-4474,45.71,-44.74,1,22.826315789473686
18756,22676,-10322,11416,6400,-21,-128,12,4602,-4504,46.02,-45.04,1,24.21127819548872
18806,22684,-11136,11056,5578,-46,-27,24,4684,-4505,46.84,-45.05,1,25.72781954887218
18856,22663,-9528,11746,5838,-53,50,41,4664,-4578,46.64,-45.78,1,26.611278195488723
18906,22687,-9796,11496,6058,45,-110,39,4663,-4618,46.63,-46.18,1,26.703759398496242
18956,22729,-10076,11500,6196,-3,-86,56,4671,-4640,46.71,-46.4,1,26.372180451127818
19007,22765,-10322,11010,6330,75,-141,32,4700,-4631,47.0,-46.31,1,24.103007518796993
